stock_symbol,time_stamp,open,recent_high,recent_low,close,volume
PPG,2019-03-06,110.8300,111.4400,110.1924,110.5500,622580
PPG,2019-03-05,111.3200,111.7800,110.7100,110.7500,859994
PPG,2019-03-04,113.0000,113.0300,109.9700,111.3600,988917
PPG,2019-03-01,112.7300,113.3095,112.0700,112.7600,848426
PPG,2019-02-28,112.1900,112.1900,111.3000,111.9700,999540
PPG,2019-02-27,111.2500,112.5000,110.9100,112.1700,610145
PPG,2019-02-26,112.0100,112.3100,111.4400,111.4700,778127
PPG,2019-02-25,112.0000,112.7000,111.2800,112.3200,1017635
PPG,2019-02-22,110.8500,111.6000,110.4300,111.4400,920568
PPG,2019-02-21,109.5300,110.2900,108.9300,110.1300,790244
PPG,2019-02-20,108.8300,110.9850,108.5000,109.7400,1022560
PPG,2019-02-19,108.5900,109.5700,108.3000,108.7300,977748
PPG,2019-02-15,108.4000,109.2100,107.6800,109.1100,1043136
PPG,2019-02-14,107.2000,108.1000,106.0350,107.2600,847899
PPG,2019-02-13,108.0000,108.9199,107.3100,107.8900,1023906
PPG,2019-02-12,105.4800,107.6800,105.1500,107.6100,1082094
PPG,2019-02-11,105.0900,105.4100,104.5300,104.7200,818001
PPG,2019-02-08,104.4600,104.8600,103.3601,104.8600,983778
PPG,2019-02-07,105.6400,106.0600,104.4200,104.8500,916136
PPG,2019-02-06,106.5100,106.7600,105.6000,106.1000,926962
PPG,2019-02-05,106.7400,107.0600,105.5900,107.0100,1204265
PPG,2019-02-04,105.6600,106.4500,104.7300,106.2600,1072812
PPG,2019-02-01,105.6400,106.4500,105.0300,105.7700,945846
PPG,2019-01-31,104.3300,105.8800,103.9700,105.4400,1466514
PPG,2019-01-30,105.0700,105.9200,104.0700,105.0500,1042746
