stock_symbol,time_stamp,open,recent_high,recent_low,close,volume
A,2019-06-18,70.8000,72.2200,70.5700,71.9100,2350398
A,2019-06-17,70.2500,70.6000,69.8900,70.2900,1149172
A,2019-06-14,70.3100,70.4500,69.7400,69.9700,1602711
A,2019-06-13,70.5600,70.7100,69.8900,70.3000,1886929
A,2019-06-12,70.0800,70.2900,68.9300,70.2900,1546794
A,2019-06-11,72.2500,72.6000,69.8100,70.0900,1748246
A,2019-06-10,69.6800,70.5500,69.3600,70.2900,1477113
A,2019-06-07,69.7000,70.2150,69.3300,69.5200,1547509
A,2019-06-06,68.5200,69.6750,68.5200,69.1600,2468975
A,2019-06-05,68.6100,69.0100,67.8900,68.3500,2289217
A,2019-06-04,67.6600,68.0000,66.4100,67.9500,4402784
A,2019-06-03,67.0400,68.1000,66.8200,66.9900,2560644
A,2019-05-31,66.2400,67.5600,66.0700,67.0500,2829317
A,2019-05-30,67.5900,67.9000,66.7300,66.8900,2947887
A,2019-05-29,66.5900,67.9900,66.5900,67.3000,3722106
A,2019-05-28,68.4300,68.8600,66.9550,67.0800,2984703
A,2019-05-24,68.1400,69.8900,68.0850,68.3600,3852867
A,2019-05-23,67.1800,67.8500,66.0300,67.7000,5358753
A,2019-05-22,68.1700,68.6400,67.5100,67.9700,4985412
A,2019-05-21,69.3700,70.4400,68.2500,68.3200,3928214
A,2019-05-20,68.6600,69.9700,68.6400,68.9300,4029685
A,2019-05-17,68.4400,69.8700,68.1900,69.1100,3935714
A,2019-05-16,67.6000,69.4200,67.6000,69.3000,4567668
A,2019-05-15,67.3600,69.9000,66.2400,67.6400,14523763
A,2019-05-14,74.4300,76.6700,74.3040,76.0100,2557726
A,2019-05-13,75.7500,75.9100,73.2300,73.8400,3547282
A,2019-05-10,76.6400,77.1400,74.0900,77.1000,2849795
A,2019-05-09,75.6700,77.0550,74.8500,77.0000,1717541
A,2019-05-08,76.7800,77.3000,76.1300,76.6100,2243580
A,2019-05-07,78.5900,78.7700,76.0300,76.6700,1732161
A,2019-05-06,77.6200,79.4100,77.2100,79.3500,1624324
A,2019-05-03,78.5800,79.5600,78.5800,79.2900,1303198
A,2019-05-02,77.4100,78.3400,77.1453,78.2000,946764
A,2019-05-01,78.4900,78.9200,77.2800,77.4700,1078572
A,2019-04-30,77.4400,78.5900,77.3800,78.5000,1726239
A,2019-04-29,77.4700,78.4400,77.3200,77.3300,2177700
A,2019-04-26,76.9800,77.4600,76.3000,77.4200,1608922
A,2019-04-25,75.2600,77.0400,74.9400,76.7200,1481436
A,2019-04-24,75.8400,76.6300,75.4306,75.7900,1942651
A,2019-04-23,74.2800,76.8000,73.7600,75.5600,4607107
A,2019-04-22,75.9300,76.7200,75.1300,75.5700,2016043
A,2019-04-18,75.7300,76.5400,75.3100,76.1700,2874195
A,2019-04-17,78.1500,78.3200,74.4600,75.4300,4471971
A,2019-04-16,80.8200,80.9600,77.1900,77.5500,3441597
A,2019-04-15,81.0000,81.1300,79.9050,80.4000,1627268
A,2019-04-12,81.4300,82.0600,80.9000,80.9800,1249295
A,2019-04-11,81.8800,81.9200,80.8900,81.0800,1071479
A,2019-04-10,81.4500,82.2400,81.4500,81.6800,982886
A,2019-04-09,81.5600,81.7200,81.2700,81.4200,1254742
A,2019-04-08,81.5700,81.7100,80.5850,81.6900,783350
A,2019-04-05,81.1900,81.9200,81.0500,81.4700,1502875
A,2019-04-04,81.8400,82.0500,80.4400,80.8300,2180112
A,2019-04-03,81.5400,82.0200,81.4600,81.9400,2141025
A,2019-04-02,81.7100,81.7600,81.0300,81.1400,1203037
A,2019-04-01,80.9600,81.7700,80.9600,81.5600,1522681
A,2019-03-29,80.1600,80.6700,79.9500,80.3800,1585137
A,2019-03-28,79.3900,79.7900,78.7100,79.7000,1615615
A,2019-03-27,80.5000,80.7700,78.8850,79.0000,1446133
A,2019-03-26,80.3900,81.0400,80.1300,80.6500,1428157
A,2019-03-25,79.0900,79.8554,78.6600,79.5200,923006
A,2019-03-22,81.5400,81.6750,78.9700,78.9900,1435825
A,2019-03-21,80.5500,82.2700,80.5500,82.0000,986602
A,2019-03-20,81.2800,81.4450,80.2500,80.9200,1768328
A,2019-03-19,81.2700,81.7700,81.0300,81.2000,1172573
A,2019-03-18,81.1000,81.2900,80.4900,80.9700,1617696
A,2019-03-15,80.8600,81.4300,80.8250,81.1000,1999067
A,2019-03-14,80.0600,80.6700,80.0600,80.6100,1268470
A,2019-03-13,80.2200,80.7400,80.0200,80.1300,1529133
